Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
vertrieb;bonus_nullposerz;Vertrieb - Kundenboni;BONUS_NULLPOSERZ;Gutschriftspositionen ohne Wert generieren;"Wenn dieser Kenner gesetzt ist, dann werden im Falle von Bonus-Gutschriften bezogen auf Vereinbarungen mit „Einzelpositionsoption“ und „Abrechnung oberhalb des Schwellenwertes“ (nicht Gesamtumsatz) auch Positionen in der Gutschrift generiert, deren Wert 0 ergibt.<br>
Wenn dieser Kenner nicht gesetzt ist, dann werden nur Gutschrifts-Positionen erzeugt, deren Wert größer als 0 ist.";false;false;true 2
vertrieb;bonus_rueckstellung_aktprozent;Vertrieb - Kundenboni;BONUS_RUECKSTELLUNG_AKTPROZENT;Rückstellung abhängig von aktuellem Provisionssatz;"Voraussetzungen: zu einer Bonusvereinbarung sind Bonus-Staffeln definiert und der Kenner ""Rückstellung bilden"" ist gesetzt.
<br>
Wenn dieser Kenner gesetzt ist, dann werden Rückstellungen mit dem gleichen Prozentsatz gebildet, der aufgrund des aktuellen Umsatzes auch für eine Bonus-Gutschrift verwendet wird. Der Kenner ""Rückstellung bilden"" in den Bonus-Staffeln wird dann nicht mehr ausgewertet.
<br>
Wenn dieser Kenner nicht gesetzt ist, dann werden Rückstellungen mit dem Prozentsatz der höchsten Bonus-Staffel gebildet, die den Kenner ""Rückstellung bilden"" gesetzt hat.";false;false;true 2
vertrieb;bonus_rueckstellung_element;Vertrieb - Kundenboni;BONUS_RUECKSTELLUNG_ELEMENT;Kostenelement für Bonus-Rückstellungen;Kostenelement für Lagerbewegungen, die als Rückstellungsbuchungen für Bonusvereinbarungen an die Fibu übergeben werden sollen.;K21;K21;true 2
vertrieb;bonus_textvariablen;Vertrieb - Kundenboni;BONUS_TEXTVARIABLEN;Variablen für Platzhalter in Benennung und Text;"Hier können Sie die Variablen-Namen auf Ihre Hauptsprache anpassen. Ändern Sie dazu bitte <b>nur</b> den vorletzten Eintrag. Die Einträge sind durch ein Leerzeichen getrennt.<br>Falls Sie neue Zeilen ergänzen, dann müssen alle Elemente korrekt definiert sein.<br> 
Beispiel:<br>
A BON STR BONUS $REBATE$ Nummer der Bonusvereinbarung<br>
Erklärung:<br>
<ul><li>A=für alle, E=nur bei Einzelpos</li>
<li>BON=Bonus, RPOS=Rechnungsposition, RECH=Rechnung</li>
<li>STR=String-Typ, DATE=Datum-Typ</li>
<li>xxx DB-Feldname(n) mit Semicolon getrennt</li>
<li><b>$yyy$ Variablenname in der Hauptsprache des Anwenders</b></li>
<li>BONUS_TOOLTIP... nls-Kürzel für den Tooltip zur Anzeige in der Benutzer-Sprache</li></ul>
";"A BON STR BONUS $VEREINBARUNG$ S_BONUSVAR_BONUS,A BON DATE GUELTIGVON $VON$ S_BONUSVAR_VON,A BON DATE GUELTIGBIS $BIS$ S_BONUSVAR_BIS,E RPOS STR RECHNUNG $RECHNUNG$ S_BONUSVAR_RECHNUNG,E RPOS STR USERPOS $POSITION$ S_BONUSVAR_POSITION,E RPOS STR ARTIKEL $ARTIKEL$ S_BONUSVAR_ARTIKEL,E RPOS STR NAME;NAMEINTERN $BENENNUNG$ S_BONUSVAR_NAME,E RECH DATE BUCHUNGSPERIODE;DATUM $DATUM$ S_BONUSVAR_DATUM";"A BON STR BONUS $VEREINBARUNG$ S_BONUSVAR_BONUS,A BON DATE GUELTIGVON $VON$ S_BONUSVAR_VON,A BON DATE GUELTIGBIS $BIS$ S_BONUSVAR_BIS,E RPOS STR RECHNUNG $RECHNUNG$ S_BONUSVAR_RECHNUNG,E RPOS STR USERPOS $POSITION$ S_BONUSVAR_POSITION,E RPOS STR ARTIKEL $ARTIKEL$ S_BONUSVAR_ARTIKEL,E RPOS STR NAME;NAMEINTERN $BENENNUNG$ S_BONUSVAR_NAME,E RECH DATE BUCHUNGSPERIODE;DATUM $DATUM$ S_BONUSVAR_DATUM";true 2
vertrieb;bonusgutschrift;Vertrieb - Kundenboni;BONUSGUTSCHRIFT;Artikel-Nr. für Gutschriftsverrechnung;Artikelnummer des Artikels, der in Bonusgutschriften verwendet wird, wenn bereits Bonus-Gutschriften für eine Vereinbarung existieren, die mit der aktuellen Gutschrift verrechnet (abgezogen) werden.;BONUSGUTSCHR;BONUSGUTSCHR;true 2
vertrieb;calcdeliverydate;Vertrieb - Allgemeines;CALCDELIVERYDATE;Berechnungsart des Versandtermins;"Über diese Einstellung kann die Vorbelegung der Berechnungsart des Versandtermins in der Adresse gesteuert werden.		";1;1;true 2
vertrieb;calcpriceafterattach;Vertrieb - Preisfindung;CALCPRICEAFTERATTACH;Preisfindung nach Anfügen;Ist dieser Sysconfkenner gesetzt, wird, nachdem Positionen an einen gleichartigen Beleg (z.B. Angebotsposition an ein Angebot) angehängt wurde, für diese Position eine Preisfindung durchgeführt. Dies geschieht auch dann, wenn die Adressen der Belege übereinstimmen.;false;false;true 2
vertrieb;chancendefinition;Vertrieb - Angebote;CHANCENDEFINITION;Chancendefinition  Auftragswahrscheinlichkeit;Jede Zeile ist durch einen Zeilenumbruch abzuschließen. Optional kann durch ein Komma am Ende einer Zeile eine Trennlinie im PopUp-Menü erzeugt werden.;10[10p]:Akquise erfolgreich bzw. Anfrage erhalten,10:Termin zum Erstgespräch ist vereinbart,,30[30p]:Erstgespräch erfolgt,30:Anforderungsprofil wird uns übergeben,,50[50p]:Anforderungsprofil bearbeiten,50:In engerer Wahl,50:Präsentation bzw. Workshop ist vereinbart,,70[70p]:Präsentation bzw. Workshop erfolgreich,70:Kaum noch offene Punkte,70:Angebot wurde präsentiert,70:Ggf. noch ein Mitbewerber,,90[90p]:Kaufabsicht wurde geäußert,90:Termin zur Unterschrift bzw. Vertragsverhandlung steht,,100[100p]:Interessent ist Kunde;10[10p]:Akquise erfolgreich bzw. Anfrage erhalten,10:Termin zum Erstgespräch ist vereinbart,,30[30p]:Erstgespräch erfolgt,30:Anforderungsprofil wird uns übergeben,,50[50p]:Anforderungsprofil bearbeiten,50:In engerer Wahl,50:Präsentation bzw. Workshop ist vereinbart,,70[70p]:Präsentation bzw. Workshop erfolgreich,70:Kaum noch offene Punkte,70:Angebot wurde präsentiert,70:Ggf. noch ein Mitbewerber,,90[90p]:Kaufabsicht wurde geäußert,90:Termin zur Unterschrift bzw. Vertragsverhandlung steht,,100[100p]:Interessent ist Kunde;true 2
vertrieb;checkkonfigok;Vertrieb - Disponieren;CHECKKONFIGOK;Konfigurierbare Artikel prüfen;Ist der Kenner aktiviert wird bei der Disposition geprüft, ob alle Positionen, die einen konfigurierbaren Artikel beinhalten, eine Konfiguration erhalten haben.;false;false;true 2
vertrieb;checkperiodfreigeben;Vertrieb - Rechnung;CHECKPERIODFREIGEBEN;Prüfung der Buchungsperiode beim Freigeben;Ist dieser Kenner gesetzt, erfolgt eine Prüfung auf die Buchungsperiode der Rechnung bei der Freigabe. Ist diese bereits geschlossen, erfolgt eine entsprechende Fehlermeldung.;false;false;true 2
vertrieb;checkperiodinvoice;Vertrieb - Rechnung;CHECKPERIODINVOICE;Prüfung der Buchungsperiode bei Rechnungsstellung;Ist dieser Kenner gesetzt, erfolgt eine Prüfung auf die Buchungsperiode der Rechnung bei Rechnungsstellung. Ist diese bereits geschlossen, erfolgt eine entsprechende Fehlermeldung.;false;false;true 2
vertrieb;checkpurchasingcontrol;Vertrieb - Disponieren;CHECKPURCHASINGCONTROL;Überprüfung auf mehrdeutig spezifizierte Beschaffungs- und Dispositionsart;Ist dieser Kenner gesetzt, wird durch Klick auf die Schaltfläche 'disponieren' oder 'simulieren' eines Vertriebsauftrages oder Vertriebsangebots zunächst überprüft, ob Positionen oder Unterpositionen des Belegs in ihrer Beschaffungsart (Einkauf oder Fertigung) oder Dispositionsart (auftragsdisponiert oder lagerdisponiert) mehrdeutig spezifiziert sind. Nicht eindeutig spezifizierte Positionen werden in einem Dialog zur Bearbeitung angeboten.<br>Ist dieser Kenner <b>nicht</b> gesetzt, findet keine Prüfung statt. Mehrdeutigkeiten (und die Entscheidung) werden an die AV übergeben.;true;true;true 2
vertrieb;config_zugferd;Vertrieb - Rechnung;CONFIG_ZUGFERD;ConfigID für ZUGFeRD;Diese ConfigID aus dem BIF wird für das Mapping von ZUGFeRD verwendet.;CD2891B0-342C-3DE4-1FBA-B0C839D32CD3-01;CD2891B0-342C-3DE4-1FBA-B0C839D32CD3-01;true 2
vertrieb;consideradvance;Vertrieb - Anzahlungen;CONSIDERADVANCE;Anzahlungen anteilsmäßig in Abzug bringen;Ist dieser Kenner gesetzt, werden beim Erstellen von Teilrechnungen vorhandene Anzahlungen anteilsmäßig in Abzug gebracht.;false;false;true 2
vertrieb;create_project_number_angebot;Vertrieb - Allgemeines;CREATE_PROJECT_NUMBER_ANGEBOT;Vorgangsnummer im Angebot erzeugen;Bei Neuanlage eines Angebots wird die nächste Nummer aus dem Nummernkreis VORGANG in das Feld PROJEKT übertragen.;false;false;true 2
vertrieb;create_project_number_auftrag;Vertrieb - Allgemeines;CREATE_PROJECT_NUMBER_AUFTRAG;Vorgangsnummer im Auftrag erzeugen;Bei Neuanlage eines Auftrags wird die nächste Nummer aus dem Nummernkreis VORGANG in das Feld PROJEKT übertragen.;false;false;true 2
vertrieb;deloptpos;Vertrieb - Erweiterte Setartikel;DELOPTPOS;Löschen einer Hauptposition;Wenn eine Position mit erweiterten Setartikeln gelöscht wird, werden auch die optionalen Positionen aus dem Beleg entfernt.;true;true;true 2
vertrieb;depreciate_return;Vertrieb - Rücksendung;DEPRECIATE_RETURN;Rücksendungen abwerten;"Ist der Kenner gesetzt, wird durch eine Rücksendung eingelagerte Ware abgewertet, falls ein Abwertungssatz in der Rücksendungsposition definiert ist. Dabei wird eine Wertkorrektur-Lagerbewegung geschrieben, die den Wert der Zugangsbuchung um den in der Rücksendungsposition eigegebenen Prozentsatz reduziert.<br /><br />
<b>Hinweis</b>: Abwertung ist nur zulässig, wenn in der Rücksendungsposition der Kenner ""Inventar"" nicht gesetzt ist.";false;false;true 2
vertrieb;dochapterpricecorr;Vertrieb - Preisfindung;DOCHAPTERPRICECORR;Für Kapitelsummen eine Preiskorrektur erzeugen;Dieser Schalter steuert, ob bei Abweichung von der gewünschten Kapitelsumme eine Preiskorrekturposition erzeugt wird.;false;false;true 2
vertrieb;docompletedispo;Vertrieb - Disponieren;DOCOMPLETEDISPO;Durchdisponieren aktiviert;Gibt an, ob ein Auftrag durchdisponiert werden soll.;false;false;true 2
vertrieb;dontscheduleforward;Vertrieb - Disponieren;DONTSCHEDULEFORWARD;Nicht vorwärts terminieren;"Wenn dieser Kenner gesetzt ist, dann wird beim Durchdisponieren gemeldet, wenn der Start-Termin in der Vergangenheit liegt. Dann werden die nachfolgenden Funktionen ""disponieren"" und ""Bestellvorschlag"" zur Auftragsstückliste nicht mehr ausgeführt (Ende-Termin nicht automatisch ändern).<p>Ansonsten wird bei einem Start-Termin in der Vergangenheit die Auftragsstückliste ab dem Datum heute vorwärts und dann nochmals rückwärts terminiert und der ermittelte End-Termin je Primär-Position in die Auftragsposition zurückgeschrieben.";false;false;true 2
vertrieb;dosetpricecorr;Vertrieb - Preisfindung;DOSETPRICECORR;Für Paketsonderpreise eine Preiskorrektur erzeugen;Dieser Schalter steuert, ob bei Abweichung vom gewünschten Paketsonderpreis eine Preiskorrekturposition erzeugt wird.;true;true;true 2
vertrieb;druckartikelstamm;Vertrieb - Drucken;DRUCKARTIKELSTAMM;Daten aus Artikelstamm anfügen;Beim Drucken von <ul><li>Angeboten,</li><li>Aufträgen,</li><li>Rechnungen,</li><li>Warenausgängen</li></ul>werden zusätzlich für jede Position die Daten aus der Tabelle <b>artikelstamm</b> an das Druckprogramm übergeben.;false;false;true 2
vertrieb;eigeneadresse;Vertrieb - SendIT Einstellung;EIGENEADRESSE;Firmenadresse;Bitte tragen sie die Firmenadresse aus Stammdaten ein. (999999.001);;;true 2
vertrieb;ersetzen_mit_index;Vertrieb - Allgemeines;ERSETZEN_MIT_INDEX;Index bei Angebot ersetzen;Die Nummernvergabe beim Ersetzen von Angeboten soll im Format ANGEBOT.xxx erfolgen. Wenn diese Funktion genutzt wird, darf der Nummernkreis für Angebot keinen Punkt enthalten.;true;true;true 2
vertrieb;firstlevelpos;Vertrieb - Hierarchisches Leistungsverzeichnis;FIRSTLEVELPOS;Position in der ersten Ebene anlegen;Eine neue Position wird vom Kopf eines Belegs aus immer in der ersten Ebene angelegt.;false;false;true 2
vertrieb;firstpos;Vertrieb - Hierarchisches Leistungsverzeichnis;FIRSTPOS;Nummer der ersten Position;Bei der Positionsnummernvergabe wird dieser Eintrag als erste Position vergeben.;1;1;true 2
vertrieb;folgestatus_auftrag;Vertrieb - Default-Status in Folgebelegen;FOLGESTATUS_AUFTRAG;Auftrag aus Angebot.;Ist der Kenner gesetzt, wird der aus einem Angebot erzeugte Auftrag, automatisch mit dem Status 'Freigegeben' angelegt.;false;false;true 2
vertrieb;folgestatus_rechnung;Vertrieb - Default-Status in Folgebelegen;FOLGESTATUS_RECHNUNG;Rechnung aus Auftrag oder Warenausgang.;Ist der Kenner gesetzt, wird die aus einem Auftrag oder Warenausgang erzeugte Rechnung, automatisch mit dem Status 'Freigegeben' angelegt.;false;false;true 2
vertrieb;freigabesetfibu;Vertrieb - Hierarchisches Leistungsverzeichnis;FREIGABESETFIBU;Kennzeichen NoFibu bei Freigabe setzen;"Ist dieser Kenner aktiviert wird bei Wechseln des Status eines Belegs auf ""Bereit zur Freigabe"" automatisch der NoFibu-Kenner entsprechend für alle Positionen innerhalb eines Leistungsverzeichnis gesetzt.";false;false;true 2
vertrieb;gaeb_print_prices;Vertrieb - Preisfindung;GAEB_PRINT_PRICES;Im GAEB Angebot Preise aus Positionen drucken;Ist dieser Kenner gesetzt werden die Preise aus den Positionen des Angebots gedruckt.;false;false;true 2
vertrieb;goangebotauftrag;Vertrieb - Seitenwechsel nach Anlegen;GOANGEBOTAUFTRAG;"Angebot&nbsp;&gt; Auftrag";APplus wechselt nach dem Anlegen eines Auftrags aus einem Angebot auf die Bildschirmseite <i>Auftrag bearbeiten</i>. Dort wird der neu angelegte Auftrag angezeigt.;true;true;true 2
vertrieb;goauftragrechnung;Vertrieb - Seitenwechsel nach Anlegen;GOAUFTRAGRECHNUNG;"Auftrag&nbsp;&gt; Rechnung";APplus wechselt nach dem Anlegen einer Rechnung aus einem Auftrag auf die Bildschirmseite <i>Rechnung bearbeiten</i>. Dort wird die neu angelegte Rechnung angezeigt.;true;true;true 2
vertrieb;goauftragwarenausgang;Vertrieb - Seitenwechsel nach Anlegen;GOAUFTRAGWARENAUSGANG;"Auftrag&nbsp;&gt; Warenausgang";APplus wechselt nach dem Anlegen eines Warenausgangs aus einem Auftrag auf die Bildschirmseite <i>Warenausgang</i>. Dort wird der neu angelegte Warenausgang angezeigt.;true;true;true 2
vertrieb;gowarenausgangrechnung;Vertrieb - Seitenwechsel nach Anlegen;GOWARENAUSGANGRECHNUNG;"Warenausgang&nbsp;&gt; Rechnung";APplus wechselt nach dem Anlegen einer Rechnung aus einem Warenausgang auf die Bildschirmseite <i>Rechnung bearbeiten</i>. Dort wird die neu angelegte Rechnung angezeigt.;true;true;true 2
vertrieb;gowartungrechnung;Vertrieb - Seitenwechsel nach Anlegen;GOWARTUNGRECHNUNG;"Wartungsvertrag&nbsp;&gt; Rechnung";APplus wechselt nach dem Anlegen einer Rechnung aus einem Wartungsvertrag auf die Bildschirmseite <i>Rechnung bearbeiten</i>. Dort wird die neu angelegte Rechnung angezeigt.;true;true;true 2
vertrieb;gupraefix;Vertrieb - Preisfindung;GUPRAEFIX;Präfix für Gutschriften;In diesem Feld wird der Präfix für Gutschriften definiert, der verwendet wird, wenn die Gutschriftsnummer gleich der Rechnungsnummer ist.;G;G;true 2
vertrieb;immerliefermenge;Vertrieb - Allgemeines;IMMERLIEFERMENGE;Immer komplette Liefermenge aus Warenausgang in die Rechnung übernehmen;Wenn dieser Kenner gesetzt ist, wird beim Anlegen einer Rechnung aus dem Warenausgang immer die komplette Liefermenge übernommen. Es erfolgt keine Reduzierung der Menge bei möglicher Überfakturierung.;false;false;true 2
vertrieb;indexstellen;Vertrieb - Allgemeines;INDEXSTELLEN;Anzahl Indexstellen;Anzahl der Stellen, die im Zuge der Nummernvergabe von Angeboten mit Index (beim Ersetzen) angehängt werden;2;2;true 2
vertrieb;inhaltisendit;Vertrieb - SendIT Einstellung;INHALTISENDIT;Text für PackageDescription;;;;true 2
vertrieb;inventarposnofaktura;Vertrieb - Allgemeines;INVENTARPOSNOFAKTURA;Warenausgänge mit Inventarkenner nicht fakturieren;"Ist dieser Kenner gesetzt, wird bei der Erzeugung eines Warenausgangs aus einem Auftrag/Serviceauftrag der Kenner ""WA Nicht fakt."" gesetzt, insofern der Kenner ""Inventar"" ebenfalls gesetzt wird.";false;false;true 2
vertrieb;isenditaktiv;Vertrieb - SendIT Einstellung;ISENDITAKTIV;ISendIt Schnittstelle aktivieren;;false;false;true 2
vertrieb;jobtype_bonusgutschrift;Vertrieb - Kundenboni;JOBTYPE_BONUSGUTSCHRIFT;Bonusgutschrift-Druckbeleg;Geben Sie hier bitte die jobType-ID (aus der Datei DocTypes.xml) des Reports an, den Sie für den Ausdruck verwenden wollen.;Gutschrift (JR PDF);Gutschrift (JR PDF);true 2
vertrieb;jobtype_rautomatic;Vertrieb - Drucken;JOBTYPE_RAUTOMATIC;Report für die Rechnungsautomatik;Geben Sie hier bitte die jobType-ID (aus der Datei DocTypes.xml) des Reports an, den Sie für den Ausdruck verwenden wollen.;Rechnung (JR PDF);Rechnung (JR PDF);true 2
vertrieb;kbezimmerfuellen;Vertrieb - Allgemeines;KBEZIMMERFUELLEN;Kunden-Bezeichnungen immer füllen;Existiert für einen Kunden bzw. für einen Artikel kein Artikel-Kunden-Stammsatz oder existiert im Artikel-Kunden-Stamm keine kundenspezifische Artikelnummer bzw. Artikelbenennung, werden diese in den Positionen von</p><ul><li>Angeboten,</li><li>Aufträgen,</li><li>Rechnungen</li><li>Warenausgängen(Packmittel)</li></ul><p>mit den internen Daten gefüllt.;false;false;true 2
vertrieb;keepmanualprice;Vertrieb - Preisfindung;KEEPMANUALPRICE;Manuellen Preis nach Konfiguration nicht überschreiben;Wenn dieser Kenner gesetzt ist, bleibt ein manuell eingegebener Preis nach Änderung der Konfiguration erhalten, selbst wenn die Änderung preisrelevant wäre.;false;false;true 2
vertrieb;konsilieferadr;Vertrieb - Allgemeines;KONSILIEFERADR;Lieferadresse bei Musterlieferung berücksichtigen;"Ist dieser Kenner gesetzt, wird bei der Auftragsart ""Musterlieferung"" das eingetragene Lager aus der Lieferadresse des Warenausgangs verwendet.
Ist hier kein Lager eingetragen, wird das Lager der Hauptadresse verwendet.";false;false;true 2
vertrieb;kumulativ;Vertrieb - Drucken;KUMULATIV;Zwischensummen kumulieren;Zwischensummen in Belegen werden kumuliert.;false;false;true 2
vertrieb;lieferadrfuerpackmittel;Vertrieb - Lagerbuchung;LIEFERADRFUERPACKMITTEL;Bei Packmittelbuchung Lieferadresse berücksichtigen;Wenn dieser Kenner gesetzt ist, wird bei Packmittelbuchungen die Lieferadresse berücksichtigt.;false;false;true 2
vertrieb;loginvoiceposdeletion;Vertrieb - Änderungen protokollieren;LOGINVOICEPOSDELETION;Löschen von Rechnungspositionen protokollieren;;true;true;true 2
vertrieb;loginvoicepospricechanges;Vertrieb - Änderungen protokollieren;LOGINVOICEPOSPRICECHANGES;Manuelle Preisänderungen in Rechnungspositionen protokollieren;;true;true;true 2
vertrieb;lostorder;Vertrieb - Angebote;LOSTORDER;Absagegründe;Die hier angelegten Absagegründe werden in der Pickliste <b>Absagegründe</b> auf der Seite zur Angebotsbearbeitung angeboten.;VK Verloren an Konkurrenz,PH Preis zu hoch;VK Verloren an Konkurrenz,PH Preis zu hoch;true 2
vertrieb;lsgleichwa;Vertrieb - Allgemeines;LSGLEICHWA;L.-Schein-Nr. = WA-Nr.;"Beim Anlegen eines Warenausgangs wird keine Lieferscheinnummer erzeugt; die Lieferscheinnummer wird gleich der Warenausgangsnummer gesetzt.";true;true;true 2
vertrieb;lvzcascading;Vertrieb - Hierarchisches Leistungsverzeichnis;LVZCASCADING;Änderungen in Unterpositionen übernehmen;Ist dieser Kenner gesetzt, dann werden Änderungen in Positionen an die untergeordneten Positionen in der LVZ-Struktur weitergegeben. Berücksichtigt werden hierbei das Löschen/Stornieren der Position sowie Mengenänderungen.;false;false;true 2
vertrieb;mengevorrabatt;Vertrieb - Preisfindung;MENGEVORRABATT;Menge vor Rabatt;Ist der Kenner gesetzt, wird beim Berechnen von Positionspreisen zunächst der Einzelpreis mit der Menge multipliziert und anschließend der Rabatt abgezogen.<p> Ist der Kenner nicht gesetzt, wird beim Berechnen von Positionspreisen der Rabatt vom Einzelpreis abgezogen und dann mit der Menge multipliziert.;true;true;true 2
vertrieb;mietevorschauzeit;Vertrieb - Miete;MIETEVORSCHAUZEIT;Vorausschauzeit in Tagen für Mietvertragsrechnungen;Mietvertragspositionen, deren nächstes geplantes Rechnungsdatum kleiner als heute plus der eingegebenen Tage ist, werden in eine Rechnung übernommen.;14;14;true 2
vertrieb;mietgebart;Vertrieb - Miete;MIETGEBART;Artikelnummer für Miet-Grundgebühr;Folgender Artikel wird als erste Position in einen Mietvertrag und als erste Position in der ersten Rechnung desselben eingefügt. Die eingegebene Artikelnummer muss im Artikelstamm existieren.<br>Falls Sie diesen Eintrag leer lassen, wird keine solche Position erzeugt.;GRUNDGEB;GRUNDGEB;true 2
vertrieb;monat;Vertrieb - Auftragseingang;MONAT;Veränderungen monatlich protokollieren;Wenn dieser Kenner gesetzt ist, dürfen die Kenner VERTRIEB/TAG und VERTRIEB/WOCHE nicht gesetzt sein.;false;false;true 2
vertrieb;mtzartikel;Vertrieb - Materialteuerungszuschläge;MTZARTIKEL;Artikel Nr. für Materialteuerungszuschlag;Frei wählbare Artikelnummer des Artikels, der im Artikelstamm angelegt sein muss, um in Vertriebsbelegen Positionen für Teuerungszuschläge erzeugen zu können.;MTZ;MTZ;true 2
vertrieb;musterorder;Vertrieb - Auftragseingang;MUSTERORDER;Musterlageraufträge (Auftragsart ML) berücksichtigen;ML-Aufträge werden beim Freigeben des Auftrags berücksichtigt. Ist der Schalter nicht gesetzt, werden die ML-Aufträge erst bei Ausgangsrechnungen berücksichtigt.;false;false;true 2
vertrieb;ncts;Vertrieb - Atlas Ausfuhr;NCTS;NCTS-Staaten;ISOALPHA2-Codes (siehe Ursprungsländer) der Staaten, die dem NCTS (New Computerized Transit System) angehören bzw. dieses nutzen und nicht Mitglied der EU sind (Sysconf Stamm->Länder: EU-Länder).;CH,LI,NO,TR,HR;CH,LI,NO,TR,HR;true 2
vertrieb;nettopos;Vertrieb - Preisfindung;NETTOPOS;Nettobeträge im Artikelstamm;Ist der Kenner gesetzt, werden Verkaufspreise im Artikelstamm als Nettopreise verstanden, auf die anschließend die Mehrwertsteuer aufgeschlagen wird.<p>Ist der Kenner nicht gesetzt, werden Verkaufspreise als Bruttopreise verstanden, von denen die Mehrwertsteuer abgezogen wird.;true;true;true 2
vertrieb;neueposition_status1;Vertrieb - Default-Status in Folgebelegen;NEUEPOSITION_STATUS1;Positionen immer im Status 1 anlegen;Ist dieser Kenner gesetzt, werden Positionen, unabhängig vom Kopfstatus, immer im Status ANGELEGT erzeugt.;false;false;true 2
vertrieb;nthreads_autoseriennummernerzeugung;Vertrieb - Automatische Erzeugung von Seriennummern;NTHREADS_AUTOSERIENNUMMERNERZEUGUNG;Anzahl der Threads, die parallel laufen sollen;Hier tragen Sie ein, wie viele Threads bei der automatischen Erzeugung von Seriennummern parallel laufen sollen.;10;10;true 2
vertrieb;offene_angebote;Vertrieb - Kreditlimitprüfung;OFFENE_ANGEBOTE;offene Angebote;"Offene Angebote (Angebote im <b>Status&nbsp;freigegeben</b>) werden bei der Kreditlimitprüfung berücksichtigt.";false;false;true 2
vertrieb;offene_auftraege;Vertrieb - Kreditlimitprüfung;OFFENE_AUFTRAEGE;offene Aufträge;"Offene Aufträge (Aufträge mit <b>bereit zur Freigabe&nbsp;&lt;&nbsp;Status&nbsp;&lt;&nbsp;fakturiert</b>) werden bei der Kreditlimitprüfung berücksichtigt.";false;false;true 2
vertrieb;offene_fibu_posten;Vertrieb - Kreditlimitprüfung;OFFENE_FIBU_POSTEN;Offene-Posten Debitor</span>;Bei der Kreditlimitprüfung werden die Offenen-Posten Debitor berücksichtigt, wenn Sie ein integriertes Rechnungswesen einsetzen.;false;false;true 2
vertrieb;offene_rechnungen;Vertrieb - Kreditlimitprüfung;OFFENE_RECHNUNGEN;offene Rechnungen;"Offene Rechnungen (Rechnungen im <b>Status&nbsp;gestellt</b>) werden bei der Kreditlimitprüfung berücksichtigt.";true;true;true 2
vertrieb;offene_serviceauftraege;Vertrieb - Kreditlimitprüfung;OFFENE_SERVICEAUFTRAEGE;offene Serviceaufträge;Offene Serviceaufträge werden bei der Kreditlimitprüfung berücksichtigt.;false;false;true 2
vertrieb;optposdelok;Vertrieb - Erweiterte Setartikel;OPTPOSDELOK;Löschen eines erweiterten Setartikels;Eine Position, die als erweiterter Setartikel dem Beleg hinzugefügt wurde darf einzeln gelöscht werden;false;false;true 2
vertrieb;path_zugferd;Vertrieb - Rechnung;PATH_ZUGFERD;Pfad zu ZuGFeRD XML;Pfad, unter dem die generierte ZuGFeRD kompatible XML abgelegt werden soll.;;;true 2
vertrieb;posstep;Vertrieb - Hierarchisches Leistungsverzeichnis;POSSTEP;Standardschrittweite;Bei der Positionsnummernvergabe wird die Nummer um die angegebene Schrittweite (1-999) erhöht<.;1;1;true 2
vertrieb;preisfindungprfirma;Vertrieb - Konzernstruktur;PREISFINDUNGPRFIRMA;Preisfindung mit Rechnungsempfänger;Konditionen von Zentrale/Rechnungsempfänger Preisfindung mit Rechnungsempfänger;false;false;true 2
vertrieb;pricecorr;Vertrieb - Preisfindung;PRICECORR;Artikel-Nr. für Preiskorrektur;Artikelnummer des Artikels, der in der Position als Preiskorrektur - Position angezeigt wird. Die Position wird erzeugt, wenn eine Preiskorrektur vorgenommen wird.;VKKORR;VKKORR;true 2
vertrieb;prov_artikel;Vertrieb - Provision;PROV_ARTIKEL;Artikel-Nr. für Provisionsgutschriften;"Artikel, der für alle Positionen einer Provisionsgutschrift verwendet wird.
";PROVISION;PROVISION;true 2
vertrieb;prov_kostelement;Vertrieb - Provision;PROV_KOSTELEMENT;Kostenelement für Provisions-Rückstellungen;"Falls Rückstellungen für länger laufende Provisionsbuchungen gebildet werden, wird das hier eingetragene Kostenelement für die Darstellung des Rückstellungswertes und damit auch für die Fibu-Kontierung verwendet.
";K01;K01;true 2
